ID,Acente Adı,Resmi Tam Ünvan (Long Name),Segment,Şehir,Açık Adres,PIB,MB,Kuruluş Tarihi,İşletme Ölçeği,Çalışan Sayısı (2023),Çalışan Sayısı (2024),Çalışan Sayısı (2025),Toplam Gelir (2023),Toplam Gelir (2024),Toplam Gelir (2025),Telefon Numaraları,Web / Profil Linkleri
322,LEON REAL ESTATE,,,Beograd,"Luke Ćelovića Trebinjca, 40 - Beograd",,,,,-,-,-,-,-,-,065 2586924,"https://www.indomio.rs/en/agent/leon-real-estate/29743,https://www.nekretnine.rs/en/agencije-za-nekretnine/4719/"
241,LESTO REALTY,,,Beograd,Bulevar Milutina Milankovica 7 11070 - Beograd,,,,,-,-,-,-,-,-,"063 443388,063 667770",https://www.nekretnine.rs/en/agencije-za-nekretnine/833/
67,LEVERAGE NEKRETNINE,,,Beograd,"Savski trg, 9, Beograd Srbija, 11000 9 11000 - Beograd",,,,,-,-,-,-,-,-,"011 4512783,065 6834272",https://www.nekretnine.rs/en/agencije-za-nekretnine/3427/
30,LIBERO,,,Šabac,Cara Dusana 7 7 15000 - Šabac,,,,,-,-,-,-,-,-,"015 340190,063 395544",https://www.nekretnine.rs/en/agencije-za-nekretnine/2119/
126,LIBERO 011,,,Beograd,Ulica Jurija Gagarina 229 11073 - Beograd,,,,,-,-,-,-,-,-,062 8860356,https://www.nekretnine.rs/en/agencije-za-nekretnine/807/
206,LIBRA REAL ESTATE,,,Beograd,Ulica Milana Rakica 4 11120 - Beograd,,,,,-,-,-,-,-,-,"066 100030,066 8024985",https://www.nekretnine.rs/en/agencije-za-nekretnine/375/
276,LISTER NEKRETNINE,,,Beograd,Ulica Otona Zupancica 46 11080 - Beograd,,,,,-,-,-,-,-,-,064 3899319,"https://www.indomio.rs/en/agent/lister-nekretnine/30441,https://www.nekretnine.rs/en/agencije-za-nekretnine/239/"
210,LUSSO NEKRETNINE,,,Beograd,Bulevar Arsenija Carnojevica 78 11070 - Beograd,,,,,-,-,-,-,-,-,"060 5334323,0605334323,062 798738,062798738","https://www.indomio.rs/en/agent/lusso-nekretnine/30585,https://www.nekretnine.rs/en/agencije-za-nekretnine/281/"
207,LUX HOME,,,Beograd,Ulica Jurija Gagarina 14 11070 - Beograd,,,,,-,-,-,-,-,-,"011 6302305,063 221576",https://www.nekretnine.rs/en/agencije-za-nekretnine/701/
280,LVN REALTY AND ADVISORY,,,Beograd,Ulica Generala Nikodija Stefanovica 3 11040 - Beograd,,,,,-,-,-,-,-,-,"063 345577,063 635196,063345577,063635196","https://www.indomio.rs/en/agent/lvn-realty-and-advisory/30082,https://www.nekretnine.rs/en/agencije-za-nekretnine/1209/"
114,Lambrin nekretnine,,,Beograd,Ulica Obilicev venac 16 11000 - Beograd,,,,,-,-,-,-,-,-,060 6860652,https://www.nekretnine.rs/en/agencije-za-nekretnine/4791/
434,Liatris doo,,,Beograd,"Ulica Beogradskog bataljona, 4,",,,,,-,-,-,-,-,-,+3810646443732,https://www.indomio.rs/en/agent/liatris-doo/31758
430,M ENTERIJER GRADNJA,,,Beograd,"Ulica Save Maskovica, 2,",,,,,-,-,-,-,-,-,+381668777410,https://www.indomio.rs/en/agent/m-enterijer-gradnja/30711
353,M2 KVADRAT NEKRETNINE,,,Novi Sad,Bulevar Oslobodjenja 78 21101 - Novi Sad,,,,,-,-,-,-,-,-,062 8153377,https://www.nekretnine.rs/en/agencije-za-nekretnine/543/
31,MABO INVEST,,,Loznica,Ulica Miodraga Borisavljevica 4 15300 - Loznica,,,,,-,-,-,-,-,-,069 8645365,https://www.nekretnine.rs/en/agencije-za-nekretnine/817/
371,MACRO INVEST DOO,,,Novi Sad,Bulevar Cara Lazara 76 21102 - Novi Sad,,,,,-,-,-,-,-,-,065 5468228,"https://www.indomio.rs/en/agent/macro-invest-doo/31531,https://www.nekretnine.rs/en/agencije-za-nekretnine/4853/"
130,MAKI NEKRETNINE,,,Beograd,Dravska 1 1 11050 - Beograd,,,,,-,-,-,-,-,-,"064 6105507,0646105507","https://www.indomio.rs/en/agent/maki-nekretnine/30834,https://www.nekretnine.rs/en/agencije-za-nekretnine/379/"
369,MAKSIMA NEKRETNINE,,,Novi Sad,Bulevar Oslobodjenja 70 70 21101 - Novi Sad,,,,,-,-,-,-,-,-,"+381638086962,+381638086962
06380,063 8086962,0638086962","https://www.indomio.rs/en/agent/maksima-nekretnine/12104,https://www.nekretnine.rs/en/agencije-za-nekretnine/3863/"
131,MANERA,,,Beograd,Bulevar Kralja Aleksandra 118 11111 - Beograd,,,,,-,-,-,-,-,-,"+38163444443,063 444443,063444443","https://www.indomio.rs/en/agent/manera/30782,https://www.nekretnine.rs/en/agencije-za-nekretnine/3407/"
349,MASTER 021 NEKRETNINE,,,Novi Sad,"Ulica Pasterova, 7 - Novi Sad",,,,,-,-,-,-,-,-,"063 536286,063536286,064 6432338,0646432338","https://www.indomio.rs/en/agent/master-021-nekretnine/30779,https://www.nekretnine.rs/en/agencije-za-nekretnine/3401/"
367,MAT REAL ESTATE,,,Novi Sad,Bulevar Mihajla Pupina 1 21101 - Novi Sad,,,,,-,-,-,-,-,-,"021 526277,060 1604498",https://www.nekretnine.rs/en/agencije-za-nekretnine/39/
21,MAX MAGNUS INVEST,,,Užice,Dimitrija Tucovića 36 36 31104 - Užice,,,,,-,-,-,-,-,-,"031 500305,060 3057050",https://www.nekretnine.rs/en/agencije-za-nekretnine/1559/
208,MAXIM MEDIA DOO,,,Beograd,Ulica Alekse Nenadovica 19 11111 - Beograd,,,,,-,-,-,-,-,-,060 6444790,https://www.nekretnine.rs/en/agencije-za-nekretnine/3483/
8,MAŠA NEKRETNINE,,,Subotica,"Ulica Matka Vukovica, 8 - Subotica",,,,,-,-,-,-,-,-,"+381600111944,060 0111944","https://www.indomio.rs/en/agent/ma%C5%A1a-nekretnine/29805,https://www.nekretnine.rs/en/agencije-za-nekretnine/4761/"
299,MCP,,,Beograd,Ulica Zarkovacka 24 11030 - Beograd,,,,,-,-,-,-,-,-,062 8888887,"https://www.indomio.rs/en/agent/mcp/30810,https://www.nekretnine.rs/en/agencije-za-nekretnine/3471/"
150,MEGA PROPERTIES,,,Beograd,Ulica Ustanicka 189A 11050 - Beograd,,,,,-,-,-,-,-,-,"011 6900655,062 1474424",https://www.nekretnine.rs/en/agencije-za-nekretnine/1105/
72,MEGASTAN,,,Beograd,"Ulica Sindjelitsheva 5, Vrachar 11111 5 11080 - Beograd",,,,,-,-,-,-,-,-,011 3622322,"https://www.indomio.rs/en/agent/megastan/29980,https://www.nekretnine.rs/en/agencije-za-nekretnine/1015/"
350,MEGATRANS NEKRETNINE,,,Novi Sad,Ulica Vojvodjanskih brigada 22 21101 - Novi Sad,,,,,-,-,-,-,-,-,"021 557592,063 519533",https://www.nekretnine.rs/en/agencije-za-nekretnine/455/
106,MENADŽER STAN,,,Beograd,"Maršala Birjuzova 3-5, 3 3 11000 - Beograd",,,,,-,-,-,-,-,-,"+381113032332,+381648091133,011 3032332,064 8091133","https://www.indomio.rs/en/agent/menad%C5%BEer-stan/11184,https://www.nekretnine.rs/en/agencije-za-nekretnine/3685/"
163,META REAL ESTATE,,,Beograd,Ulica Beogradskog bataljona 6 11030 - Beograd,,,,,-,-,-,-,-,-,"063 670616,069 654789",https://www.nekretnine.rs/en/agencije-za-nekretnine/339/
191,MIGON,,,Beograd,Ulica Nikole Tesle 16 11080 - Beograd,,,,,-,-,-,-,-,-,065 3002200,"https://www.indomio.rs/en/agent/migon/30914,https://www.nekretnine.rs/en/agencije-za-nekretnine/639/"
152,MILANKOVIĆ NEKRETNINE,,,Beograd,Bulevar Kralja Aleksandra 171 11120 - Beograd,,,,,-,-,-,-,-,-,060 7141415,https://www.nekretnine.rs/en/agencije-za-nekretnine/251/
128,MILENIJUM NEKRETNINE,,,Beograd,"Ulica Otona Zupancica, 20 20 11070 - Beograd",,,,,-,-,-,-,-,-,069 1628757,https://www.nekretnine.rs/en/agencije-za-nekretnine/949/
17,MINJON GRADNJA DOO,,,Inđija,Ulica Novosadska 9 22320 - Inđija,,,,,-,-,-,-,-,-,"066 8010370,0668010370","https://www.indomio.rs/en/agent/minjon-gradnja-doo/31079,https://www.nekretnine.rs/en/agencije-za-nekretnine/3473/"
316,MINT,,,Beograd,Ulica Ljermontova 19 11050 - Beograd,,,,,-,-,-,-,-,-,065 3285500,https://www.nekretnine.rs/en/agencije-za-nekretnine/293/
447,MNEKRETNINE 013,,,Pančevo,"Ulica Vojvode Radomira Putnika, 29,",,,,,-,-,-,-,-,-,+381601600058,https://www.indomio.rs/en/agent/mnekretnine-013/30788
324,MNM INVEST GROUP,,,Beograd,Ulica Susedgradska 49 11090 - Beograd,,,,,-,-,-,-,-,-,069 661061,https://www.nekretnine.rs/en/agencije-za-nekretnine/951/
171,MODUL ART,,,Beograd,"Ulica Njegosheva, 73, Beograd Srbija, 11111 73 11111 - Beograd",,,,,-,-,-,-,-,-,"060 3535252,060 7535252","https://www.indomio.rs/en/agent/modul-art/30972,https://www.nekretnine.rs/en/agencije-za-nekretnine/759/"
66,MOJ KVADRAT,,,Beograd,Beogradska br.71/II 71 11000 - Beograd,,,,,-,-,-,-,-,-,"011 3348871,0113348871,065 3039439,0653039439","https://www.indomio.rs/en/agent/moj-kvadrat/29999,https://www.nekretnine.rs/en/agencije-za-nekretnine/1049/"
134,MONA NEKRETNINE BEOGRAD,,,Beograd,Bul. Nikole Tesle 36 16 11080 - Beograd,,,,,-,-,-,-,-,-,063 8564777,https://www.nekretnine.rs/en/agencije-za-nekretnine/317/
41,MONDO NEKRETNINE,,,Niš,"Ulica Generala Boze Jankovica, 14 14 18105 - Niš",,,,,-,-,-,-,-,-,063 8380554,https://www.nekretnine.rs/en/agencije-za-nekretnine/197/
24,MONTE CASA,,,Čajetina,Ulica Miladina Pecinara 87 31315 - Čajetina,,,,,-,-,-,-,-,-,"064 1917565,064 2318030,0641917565,0642318030","https://www.indomio.rs/en/agent/monte-casa/31039,https://www.nekretnine.rs/en/agencije-za-nekretnine/989/"
317,MVC MIRKOVIĆ INVEST,,,Beograd,Ulica Nikolaja Gogolja 5 11030 - Beograd,,,,,-,-,-,-,-,-,062 269970,https://www.nekretnine.rs/en/agencije-za-nekretnine/343/
80,Magnat,,,Beograd,"Tiršova 5a, 5A - Beograd",,,,,-,-,-,-,-,-,"+381113650111,011 3650111","https://www.indomio.rs/en/agent/magnat/14880,https://www.nekretnine.rs/en/agencije-za-nekretnine/4051/"
162,Milkina kuca,,,Beograd,Strugarska br. 2 2 11030 - Beograd,,,,,-,-,-,-,-,-,"061 7000368,0617000368","https://www.indomio.rs/en/agent/milkina-kuca/10827,https://www.nekretnine.rs/en/agencije-za-nekretnine/3647/"
339,N-NEKRETNINE,,,Novi Sad,"Суботички булевар 46 Нови Сад,  Нови Сад, 21124 44 21124 - Novi Sad",,,,,-,-,-,-,-,-,"065 2727090,066 8292500",https://www.nekretnine.rs/en/agencije-za-nekretnine/229/
73,NEKRETNINE GAVRILOVIĆ DOO,,,Beograd,Ulica Kneza Mihaila 7 11000 - Beograd,,,,,-,-,-,-,-,-,"011 2620255,0112620255,065 3334531,0653334531","https://www.indomio.rs/en/agent/nekretnine-gavrilovi%C4%87-doo/31331,https://www.nekretnine.rs/en/agencije-za-nekretnine/2323/"
85,NEKRETNINE IKAT,,,Beograd,"Улица Раваничка, 19, Београд Србија, 11050 8 11080 - Beograd",,,,,-,-,-,-,-,-,"011 7499979,060 5449002","https://www.indomio.rs/en/agent/nekretnine-ikat/30266,https://www.nekretnine.rs/en/agencije-za-nekretnine/185/"
16,NEKRETNINE MALIĆ,,,Inđija,Ulica Novosadska 2 22320 - Inđija,,,,,-,-,-,-,-,-,"060 0556926,0600556926","https://www.indomio.rs/en/agent/nekretnine-mali%C4%87/31075,https://www.nekretnine.rs/en/agencije-za-nekretnine/3413/"
18,NEKRETNINE MANHATTAN,,,Inđija,Ulica Vojvode Stepe Stepanovica 11 22320 - Inđija,,,,,-,-,-,-,-,-,"+381648244440,064 5484044,064 8244440","https://www.indomio.rs/en/agent/nekretnine-manhattan/29798,https://www.nekretnine.rs/en/agencije-za-nekretnine/4755/"
265,NEKRETNINE NIKOLAJEVIĆ,,,Beograd,Ulica Mihizova 22 11158 - Beograd,,,,,-,-,-,-,-,-,063 348261,https://www.nekretnine.rs/en/agencije-za-nekretnine/1019/
281,NEKRETNINE NIKOLIĆ,,,Beograd,Ulica Mileve Maric Ajnstajn 94 11077 - Beograd,,,,,-,-,-,-,-,-,063 236344,https://www.nekretnine.rs/en/agencije-za-nekretnine/823/
286,NEKRETNINE RANĐELOVIĆ,,,Beograd,Ulica Marka Tajcevica 10A 11050 - Beograd,,,,,-,-,-,-,-,-,066 156157,"https://www.indomio.rs/en/agent/nekretnine-ran%C4%91elovi%C4%87/30592,https://www.nekretnine.rs/en/agencije-za-nekretnine/2845/"
203,NEKRETNINE RIM,,,Beograd,Vojvode putnika 6 11307 - Beograd,,,,,-,-,-,-,-,-,"+38162299079,062 299079,062299079","https://www.indomio.rs/en/agent/nekretnine-rim/30551,https://www.nekretnine.rs/en/agencije-za-nekretnine/269/"
252,NEKRETNINE STAR 011,,,Beograd,Ulica Zdravka Celara 12 11120 - Beograd,,,,,-,-,-,-,-,-,064 6150580,"https://www.indomio.rs/en/agent/nekretnine-star-011/31100,https://www.nekretnine.rs/en/agencije-za-nekretnine/2293/"
236,NEPOKRETNOSTI REAL ESTATE,,,Beograd,Ulica Crnotravska 1 11040 - Beograd,,,,,-,-,-,-,-,-,063 631191,https://www.nekretnine.rs/en/agencije-za-nekretnine/637/
156,NEXT NEKRETNINE,,,Beograd,Ulica Djordja Ognjanovica 16 11030 - Beograd,,,,,-,-,-,-,-,-,062 222772,https://www.nekretnine.rs/en/agencije-za-nekretnine/781/
227,NEŠKOVIĆ-STOJKOV NEKRETNINE,,,Beograd,Ulica Jurija Gagarina 219 11073 - Beograd,,,,,-,-,-,-,-,-,063 277756,https://www.nekretnine.rs/en/agencije-za-nekretnine/789/
332,NIKS Development,,,Beograd,"Bulevar Peka Dapcevica, 21B - Beograd",,,,,-,-,-,-,-,-,065 3211775,https://www.nekretnine.rs/en/agencije-za-nekretnine/4491/
436,NLO NEKRETNINE,,,Novi Sad,"Ulica Kisacka, 5,",,,,,-,-,-,-,-,-,+381637391040,https://www.indomio.rs/en/agent/nlo-nekretnine/29558
309,NLV Estate Obrenovac,,,Beograd,Ulica Vlaska basta 7 11500 - Beograd,,,,,-,-,-,-,-,-,"+38163210851,063 210851","https://www.indomio.rs/en/agent/nlv-estate-obrenovac/31545,https://www.nekretnine.rs/en/agencije-za-nekretnine/4891/"
442,NMP INVEST,,,Smederevo,"Ulica Jovana Cvijica, 22,",,,,,-,-,-,-,-,-,065 202 2533,https://www.indomio.rs/en/agent/nmp-invest/30918
273,NOVA ZGRADA,,,Beograd,Ulica Tadeusa Koscuska 92 11158 - Beograd,,,,,-,-,-,-,-,-,063 1829848,https://www.nekretnine.rs/en/agencije-za-nekretnine/385/
230,NOVI DOM,,,Beograd,Ulica Omladinskih brigada 91 11070 - Beograd,,,,,-,-,-,-,-,-,"+611349971,061 1349971","https://www.indomio.rs/en/agent/novi-dom/30300,https://www.nekretnine.rs/en/agencije-za-nekretnine/1925/"
102,NOVI KVADRATI,,,Beograd,Ulica Zlatiborska 43 11080 - Beograd,,,,,-,-,-,-,-,-,"069 2150150,0692150150","https://www.indomio.rs/en/agent/novi-kvadrati/30952,https://www.nekretnine.rs/en/agencije-za-nekretnine/715/"
338,NS-GROUP NEKRETNINE,,,Novi Sad,Bulevar Oslobodjenja 91 21101 - Novi Sad,,,,,-,-,-,-,-,-,021 6613660,https://www.nekretnine.rs/en/agencije-za-nekretnine/563/
158,NV NEKRETNINE,,,Beograd,Ulica Rajka Mitica 32A 11040 - Beograd,,,,,-,-,-,-,-,-,064 1219821,https://www.nekretnine.rs/en/agencije-za-nekretnine/721/
445,Nekretnine Junona,,,Kraljevo,"Ulica 4. kraljevackog bataljona, 31,",,,,,-,-,-,-,-,-,063 366 405,https://www.indomio.rs/en/agent/nekretnine-junona/30015
342,NekretnineXpert,,,Novi Sad,Ulica Aleksandra Tisme 4 21101 - Novi Sad,,,,,-,-,-,-,-,-,"+381212769256,+38162299500,021 2769256,062 299500","https://www.indomio.rs/en/agent/nekretninexpert/21431,https://www.nekretnine.rs/en/agencije-za-nekretnine/4305/"
277,OAZA PROPERTIES,,,Beograd,Ulica Zemunska 35 11077 - Beograd,,,,,-,-,-,-,-,-,065 8725747,https://www.nekretnine.rs/en/agencije-za-nekretnine/393/
258,OBLAK LUX DOO,,,Beograd,Ulica Borska 45 11090 - Beograd,,,,,-,-,-,-,-,-,"064 2371313,064 8594625",https://www.nekretnine.rs/en/agencije-za-nekretnine/2503/
54,OLYMP,,,Niš,Vizantijski bulevar 86 18108 - Niš,,,,,-,-,-,-,-,-,"+18277181,018 277181,063 7048735,0637048735","https://www.indomio.rs/en/agent/olymp/30938,https://www.nekretnine.rs/en/agencije-za-nekretnine/683/"
103,OPTIMIST NEKRETNINE,,,Beograd,Bulevar Mihaila Pupina 169 169 11070 - Beograd,,,,,-,-,-,-,-,-,"011 6306344,0116306344,064 2228282,0642228282","https://www.indomio.rs/en/agent/optimist-nekretnine/30204,https://www.nekretnine.rs/en/agencije-za-nekretnine/17/"
306,OZON NEKRETNINE,,,Beograd,Ulica Prvoboraca 30 11090 - Beograd,,,,,-,-,-,-,-,-,069 679869,https://www.nekretnine.rs/en/agencije-za-nekretnine/1933/
233,OZRENKA NEKRETNINE,,,Beograd,Ulica Zarkovacka 56 11030 - Beograd,,,,,-,-,-,-,-,-,"011 3573151,064 1237943",https://www.nekretnine.rs/en/agencije-za-nekretnine/3273/
275,OzNekretnine,,,Beograd,"Dunavski kej 15, 15 - Beograd",,,,,-,-,-,-,-,-,"+381114067796,+38163344844,011 4067796,063 344844","https://www.indomio.rs/en/agent/oznekretnine/13079,https://www.nekretnine.rs/en/agencije-za-nekretnine/3905/"
196,PALASPLUS,,,Beograd,Ulica Draze Pavlovica 21 11120 - Beograd,,,,,-,-,-,-,-,-,"+381603251157,060 3251157,381603251157","https://www.indomio.rs/en/agent/palasplus/31073,https://www.nekretnine.rs/en/agencije-za-nekretnine/3259/"
370,PANONIJA NEKRETNINE,,,Novi Sad,Ulica Radomira Rase Radujkova 18 21101 - Novi Sad,,,,,-,-,-,-,-,-,063 519847,https://www.nekretnine.rs/en/agencije-za-nekretnine/4487/
329,PARITAS NEKRETNINE,,,Beograd,Ulica Jovanke Radakovic 27 11160 - Beograd,,,,,-,-,-,-,-,-,"011 2421695,063 7747637",https://www.nekretnine.rs/en/agencije-za-nekretnine/267/
39,PERMETI NEKRETNINE,,,Niš,Ulica Mije Petrovica 4 18105 - Niš,,,,,-,-,-,-,-,-,060 0654005,https://www.nekretnine.rs/en/agencije-za-nekretnine/993/
224,PLUS-BONUS,,,Beograd,Ulica Palmira Toljatija 5 11070 - Beograd,,,,,-,-,-,-,-,-,"011 2691240,060 7277177",https://www.nekretnine.rs/en/agencije-za-nekretnine/977/
178,PORTA NEKRETNINE,,,Beograd,Tadeuša Košćuška 68 68 11158 - Beograd,,,,,-,-,-,-,-,-,"011 4207904,0114207904,069 737007,069737007","https://www.indomio.rs/en/agent/porta-nekretnine/29981,https://www.nekretnine.rs/en/agencije-za-nekretnine/1013/"
293,POTOCHNY REAL ESTATE,,,Beograd,Ulica Karadjordjeva 41A 11000 - Beograd,,,,,-,-,-,-,-,-,069 3017113,https://www.nekretnine.rs/en/agencije-za-nekretnine/3475/
109,PRELIĆ INVEST,,,Beograd,Ulica Miodraga Petrovica Ckalje 4 11050 - Beograd,,,,,-,-,-,-,-,-,066 266666,https://www.nekretnine.rs/en/agencije-za-nekretnine/1075/
195,PRENITA-HEM,,,Beograd,Ulica Kapetana Radica Petrovica 12 11080 - Beograd,,,,,-,-,-,-,-,-,"060 0535428,060 3522521",https://www.nekretnine.rs/en/agencije-za-nekretnine/2329/
148,PRINCE PLUS MD,,,Beograd,Ulica Krunska 41 11000 - Beograd,,,,,-,-,-,-,-,-,063 279392,https://www.nekretnine.rs/en/agencije-za-nekretnine/999/
35,PROAGENT REAL,,,Niš,"Ulica Vozhda Karadjordja 24, Medijana 18105 24 18105 - Niš",,,,,-,-,-,-,-,-,"018 390220,018390220,066 492100,066492100","https://www.indomio.rs/en/agent/proagent-real/30919,https://www.nekretnine.rs/en/agencije-za-nekretnine/645/"
325,PROCREDIT BANK A.D.,,,Beograd,Bulevar Milutina Milankovica 17 11070 - Beograd,,,,,-,-,-,-,-,-,063 641752,https://www.nekretnine.rs/en/agencije-za-nekretnine/533/
180,PROFITIM,,,Beograd,Bulevar Mihaila Pupina br.9 9 11070 - Beograd,,,,,-,-,-,-,-,-,"+113130450,011 3130450,063 347932,063347932","https://www.indomio.rs/en/agent/profitim/30948,https://www.nekretnine.rs/en/agencije-za-nekretnine/7/"
37,PROPERA NEKRETNINE,,,Niš,Zdravke Vučković 30 18106 - Niš,,,,,-,-,-,-,-,-,062 350190,https://www.nekretnine.rs/en/agencije-za-nekretnine/1067/
297,PROPERTIES 4 YOU,,,Beograd,Knez Mihailova 33 33 11000 - Beograd,,,,,-,-,-,-,-,-,"062 8132032,063 7734350",https://www.nekretnine.rs/en/agencije-za-nekretnine/3425/
93,PROPERTY BROKER,,,Beograd,"Ulica Hercegovacka, 23, Belgrade Serbia, 11000 23 11000 - Beograd",,,,,-,-,-,-,-,-,"+381646593377,064 6593377","https://www.indomio.rs/en/agent/property-broker/30953,https://www.nekretnine.rs/en/agencije-za-nekretnine/717/"
127,PRUDENS NEKRETNINE,,,Beograd,"Ulica Marka Chelebonovitsha, Novi Beograd 11077 1 11077 - Beograd",,,,,-,-,-,-,-,-,011 2270636,https://www.nekretnine.rs/en/agencije-za-nekretnine/1051/
446,Premier nekretnine,,,Pančevo,"Ulica Karađorđeva, 3,",,,,,-,-,-,-,-,-,+381638004430,https://www.indomio.rs/en/agent/premier-nekretnine/28064
243,QUATTRO NEKRETNINE,,,Beograd,Ulica Dravska 1 11130 - Beograd,,,,,-,-,-,-,-,-,"+3810659925088,065 9925088","https://www.indomio.rs/en/agent/quattro-nekretnine/31108,https://www.nekretnine.rs/en/agencije-za-nekretnine/3423/"
26,RADANOVIĆ NEKRETNINE,,,Šabac,"Ulica Dr Teodora Bozina Sabac, 15000 1 15000 - Šabac",,,,,-,-,-,-,-,-,063 532888,"https://www.indomio.rs/en/agent/radanovi%C4%87-nekretnine/30969,https://www.nekretnine.rs/en/agencije-za-nekretnine/753/"
149,RADOŠEVIĆ NEKRETNINE,,,Beograd,Požeška 130 130 11030 - Beograd,,,,,-,-,-,-,-,-,"011 2542596,0112542596,063 623596,063623596","https://www.indomio.rs/en/agent/rado%C5%A1evi%C4%87-nekretnine/30226,https://www.nekretnine.rs/en/agencije-za-nekretnine/175/"
165,RADOŠEVIĆ NEKRETNINE CENTAR,,,Beograd,Bulevar oslobodjenja br. 53 53 11118 - Beograd,,,,,-,-,-,-,-,-,063 623484,"https://www.indomio.rs/en/agent/rado%C5%A1evi%C4%87-nekretnine-centar/30928,https://www.nekretnine.rs/en/agencije-za-nekretnine/663/"
146,RAMONDA PROPERTIES,,,Beograd,Bulevar Mihajla Pupina 10I 11070 - Beograd,,,,,-,-,-,-,-,-,069 3333369,https://www.nekretnine.rs/en/agencije-za-nekretnine/1011/
247,REAL ESTATE HUB,,,Beograd,Ulica Jurija Gagarina 151 11073 - Beograd,,,,,-,-,-,-,-,-,065 2585922,"https://www.indomio.rs/en/agent/real-estate-hub/30537,https://www.nekretnine.rs/en/agencije-za-nekretnine/2641/"
278,REAL ESTATE SOLUTIONS,,,Beograd,Ulica Djordja Stanojevica 12 11070 - Beograd,,,,,-,-,-,-,-,-,"065 3215980,0653215980","https://www.indomio.rs/en/agent/real-estate-solutions/31019,https://www.nekretnine.rs/en/agencije-za-nekretnine/865/"
361,REGIS 0208 NEKRETNINE,,,Novi Sad,"Bulevar Oslobodjenja, 78 - Novi Sad",,,,,-,-,-,-,-,-,"+381694416635,069 4416635","https://www.indomio.rs/en/agent/regis-0208-nekretnine/29810,https://www.nekretnine.rs/en/agencije-za-nekretnine/4767/"
190,RELIFE NEKRETNINE,,,Beograd,"Ulica Brankova, 16 16 11000 - Beograd",,,,,-,-,-,-,-,-,063 8993266,https://www.nekretnine.rs/en/agencije-za-nekretnine/749/
143,REMINGTON REALTY,,,Beograd,Ulica Vukasoviceva 21 11090 - Beograd,,,,,-,-,-,-,-,-,"064 1653351,0641653351,065 8778202,0658778202","https://www.indomio.rs/en/agent/remington-realty/30984,https://www.nekretnine.rs/en/agencije-za-nekretnine/785/"
290,RENE 011,,,Beograd,"Ulica Laze Jovanovitsha Porcija, 41, Beograd Srbija, 11080 41 11080 - Beograd",,,,,-,-,-,-,-,-,063 7706025,https://www.nekretnine.rs/en/agencije-za-nekretnine/1855/
285,RENTANOVA,,,Beograd,Ulica Ljube Jovanovica 1 11040 - Beograd,,,,,-,-,-,-,-,-,065 9518888,https://www.nekretnine.rs/en/agencije-za-nekretnine/2581/
49,RESPEKT NEKRETNINE,,,Niš,Ulica Ucitelj-Tasina 3 18105 - Niš,,,,,-,-,-,-,-,-,"063 7079974,0637079974","https://www.indomio.rs/en/agent/respekt-nekretnine/30623,https://www.nekretnine.rs/en/agencije-za-nekretnine/297/"
174,ROMA COMPANY,,,Beograd,Ulica Federika Felinija 2 11271 - Beograd,,,,,-,-,-,-,-,-,"+381602224013,+381602224016,060 2224013,060 2224016","https://www.indomio.rs/en/agent/roma-company/30801,https://www.nekretnine.rs/en/agencije-za-nekretnine/3455/"
15,RU STATUS NEKRETNINE,,,Ruma,Ulica Glavna 277A 22400 - Ruma,,,,,-,-,-,-,-,-,"063 8231202,0638231202","https://www.indomio.rs/en/agent/ru-status-nekretnine/30995,https://www.nekretnine.rs/en/agencije-za-nekretnine/809/"
428,Real estate Agency Heroldo,,,Jagodina,"Ulica Kneginje Milice 74 Jagodina, 35000, 74,",,,,,-,-,-,-,-,-,"+381358222441,+381658222441",https://www.indomio.rs/en/agent/real-estate-agency-heroldo/11113
340,Real estate agency Gold nekretnine Novi Sad,,,Novi Sad,Maksima Gorkog br.2 2 21101 - Novi Sad,,,,,-,-,-,-,-,-,"+381213025125,+381668442244,021 3025125,066 8442244","https://www.indomio.rs/en/agent/real-estate-agency-gold-nekretnine-novi-sad/14272,https://www.nekretnine.rs/en/agencije-za-nekretnine/3179/"
198,SAN LUNI,,,Beograd,Ulica Jurija Gagarina 14 11070 - Beograd,,,,,-,-,-,-,-,-,"065 2535297,065 2535299",https://www.nekretnine.rs/en/agencije-za-nekretnine/1471/
238,SAVA LUX PROPERTY,,,Beograd,Bulevar vojvode Mišića 67 11000 - Beograd,,,,,-,-,-,-,-,-,"063 7857519,0637857519","https://www.indomio.rs/en/agent/sava-lux-property/30047,https://www.nekretnine.rs/en/agencije-za-nekretnine/1129/"
221,SAVA NEKRETNINE,,,Beograd,Ulica Admirala Geprata 11B 11000 - Beograd,,,,,-,-,-,-,-,-,063 1236167,https://www.nekretnine.rs/en/agencije-za-nekretnine/4857/
326,SAX BUILDING,,,Beograd,Ulica Darinke Jevric 32g 11060 - Beograd,,,,,-,-,-,-,-,-,"064 3332117,0643332117","https://www.indomio.rs/en/agent/sax-building/31004,https://www.nekretnine.rs/en/agencije-za-nekretnine/829/"
304,SBRE,,,Beograd,Ulica Vojvode Savatija 12 11120 - Beograd,,,,,-,-,-,-,-,-,060 4466909,https://www.nekretnine.rs/en/agencije-za-nekretnine/373/
